date,time,temperature,humidity,ventilation,light_intensity,ph,disease growth possibility level
6/2/2019,17:40,31.49,50,high,high,6.1,Moderate
6/3/2019,8:30,15.24,69,high,medium,8.4,Low
6/3/2019,11:40,19.83,60,high,medium,6,Moderate
6/3/2019,14:30,14.45,70,high,medium,8.9,Moderate
6/3/2019,17:40,8.94,90,medium,low,8.8,Moderate
6/4/2019,8:30,21.33,55,low,high,6.1,Moderate
6/4/2019,11:40,32.66,54,low,high,5.8,Moderate
6/4/2019,14:30,29.49,89,low,high,6.6,High
6/4/2019,17:40,27.63,58,medium,high,6.6,Moderate
6/5/2019,8:30,9.11,78,medium,low,8.5,Moderate
6/5/2019,11:40,30.04,96,low,high,6.7,High
6/5/2019,14:30,11,51,high,low,8.6,Low
6/5/2019,17:40,6.07,59,high,low,8.5,Low
6/6/2019,8:30,28.04,99,low,high,5.5,High
6/6/2019,11:40,27.62,75,high,high,5.2,High
6/6/2019,14:30,24.27,69,medium,high,5.5,Moderate
6/6/2019,17:40,13.15,69,high,medium,8.3,Low
6/7/2019,8:30,7.32,67,high,low,8.7,Low
6/7/2019,11:40,23.11,83,medium,high,6.8,High
6/7/2019,14:30,5.29,65,high,low,8.9,Low
6/7/2019,17:40,21.55,99,low,high,5.7,High
6/8/2019,8:30,31.44,67,high,high,6.7,Moderate
6/8/2019,11:40,29.46,73,high,high,5.9,High
6/8/2019,14:30,25.99,67,medium,high,6,Moderate
6/8/2019,17:40,5.17,52,high,low,8.3,Low
6/9/2019,8:30,5.31,59,high,low,8.7,Low
6/9/2019,11:40,11.44,66,high,low,8.7,Low
6/9/2019,14:30,31.62,77,low,high,5.1,High
6/9/2019,17:40,26.92,86,medium,high,5.4,High
6/10/2019,8:30,12.31,59,high,medium,8.8,Low
6/10/2019,11:40,15.34,77,low,medium,8,Moderate
6/10/2019,14:30,11.91,80,high,low,8.5,Moderate
6/10/2019,17:40,11.78,95,low,low,9,Moderate
6/11/2019,8:30,18.29,73,low,medium,5.2,High
6/11/2019,11:40,19.96,82,medium,medium,6.6,High
6/11/2019,14:30,9.74,58,high,low,8.4,Low
6/11/2019,17:40,13.14,73,high,medium,8.8,Moderate
6/12/2019,8:30,16.2,67,high,medium,8.2,Low
6/12/2019,11:40,27.72,70,low,high,6,High
6/12/2019,14:30,25.01,88,low,high,6.5,High
6/12/2019,17:40,9.52,61,high,low,8.1,Low
6/13/2019,8:30,30.38,93,low,high,6.1,High
6/13/2019,11:40,13.85,86,high,medium,8.6,Moderate
6/13/2019,14:30,5.54,52,high,low,8.6,Low
6/13/2019,17:40,18.17,67,high,medium,5.4,Moderate
6/14/2019,8:30,10.45,76,medium,low,8.9,Moderate
6/14/2019,11:40,23.63,60,medium,high,5.6,Moderate
6/14/2019,14:30,7.6,68,high,low,8.4,Low
6/14/2019,17:40,13.11,79,high,medium,8.9,Moderate
6/15/2019,8:30,23.23,56,low,high,5.5,Moderate
6/15/2019,11:40,13.81,95,low,medium,8.9,Moderate
6/15/2019,14:30,34.65,50,low,high,6.5,Moderate
6/15/2019,17:40,18.82,97,low,medium,6.5,High
6/16/2019,8:30,15.64,62,high,medium,8,Low
6/16/2019,11:40,27.67,51,medium,high,6.4,Moderate
6/16/2019,14:30,13.92,52,high,medium,8.8,Low
6/16/2019,17:40,33.68,98,medium,high,6.2,High
6/17/2019,8:30,20.47,86,high,high,5.1,High
6/17/2019,11:40,24.87,88,low,high,5.3,High
6/17/2019,14:30,19.38,54,low,medium,6.4,Moderate
6/17/2019,17:40,20.11,67,medium,high,6.2,Moderate
6/18/2019,8:30,25.16,62,medium,high,5.5,Moderate
6/18/2019,11:40,9.15,64,high,low,8.6,Low
6/18/2019,14:30,26.02,63,medium,high,7,Moderate
6/18/2019,17:40,11.2,60,high,low,8.2,Low
6/19/2019,8:30,10.31,86,medium,low,8.6,Moderate
6/19/2019,11:40,31.86,82,low,high,6.8,High
6/19/2019,14:30,16.63,70,high,medium,8.1,Moderate
6/19/2019,17:40,13.12,59,high,medium,8.2,Low
6/20/2019,8:30,5.52,66,high,low,8.7,Low
6/20/2019,11:40,34.27,93,high,high,6,High
6/20/2019,14:30,5.49,71,low,low,8.7,Moderate
6/20/2019,17:40,14.79,67,high,medium,8.2,Low
6/21/2019,8:30,12.06,61,high,medium,8,Low
6/21/2019,11:40,28.98,67,medium,high,5.7,Moderate
6/21/2019,14:30,13.23,66,high,medium,8.9,Low
6/21/2019,17:40,11.52,77,high,low,8.2,Moderate
6/22/2019,8:30,8.29,60,high,low,8.3,Low
6/22/2019,11:40,8.27,98,high,low,8.7,Moderate
6/22/2019,14:30,7.38,74,low,low,8.2,Moderate
6/22/2019,17:40,16.79,53,high,medium,8,Low
6/23/2019,8:30,21.75,57,high,high,6.8,Moderate
6/23/2019,11:40,20.77,71,low,high,5.1,High
6/23/2019,14:30,20.97,50,medium,high,6.7,Moderate
6/23/2019,17:40,14.05,62,high,medium,8.7,Low
6/24/2019,8:30,24.49,99,low,high,6.6,High
6/24/2019,11:40,8.96,69,high,low,8.9,Low
6/24/2019,14:30,28.08,71,low,high,6.9,High
6/24/2019,17:40,6.63,54,high,low,8.9,Low
6/25/2019,8:30,21.66,53,medium,high,5.3,Moderate
6/25/2019,11:40,10.18,61,high,low,8.5,Low
6/25/2019,14:30,11.22,55,high,low,8.8,Low
6/25/2019,17:40,19.87,69,medium,medium,6.6,Moderate
6/26/2019,8:30,9.56,76,medium,low,8.8,Moderate
6/26/2019,11:40,23.01,93,medium,high,6,High
6/26/2019,14:30,28.18,72,medium,high,6.1,High
6/26/2019,17:40,7.26,67,high,low,9,Low
6/27/2019,8:30,12.49,60,high,medium,8.3,Low
6/27/2019,11:40,13.19,64,high,medium,8.6,Low
6/27/2019,14:30,8.98,59,high,low,8.3,Low
6/27/2019,17:40,13.41,58,high,medium,8.1,Low
6/28/2019,8:30,6.39,66,high,low,8.2,Low
6/28/2019,11:40,9.64,93,medium,low,8.6,Moderate
6/28/2019,14:30,8.36,54,high,low,8.6,Low
6/28/2019,17:40,20.4,74,low,high,5.6,High
6/29/2019,8:30,12.18,68,high,medium,8.6,Low
6/29/2019,11:40,14.34,63,high,medium,8.7,Low
6/29/2019,14:30,33.6,62,low,high,6.5,Moderate
6/29/2019,17:40,5.21,67,high,low,8.9,Low
6/30/2019,8:30,15.77,60,high,medium,9,Low
6/30/2019,11:40,16.1,54,high,medium,8.2,Low
6/30/2019,14:30,13.01,62,high,medium,8.7,Low
6/30/2019,17:40,8.37,87,high,low,8.7,Moderate
7/1/2019,8:30,8.17,53,high,low,8.1,Low
7/1/2019,11:40,32.72,52,low,high,6.6,Moderate
7/1/2019,14:30,32.28,74,low,high,5.7,High
7/1/2019,17:40,29.22,50,medium,high,6.8,Moderate
7/2/2019,8:30,5.66,66,high,low,8.3,Low
7/2/2019,11:40,9.85,64,high,low,8.2,Low
7/2/2019,14:30,16,88,low,medium,8.4,Moderate
7/2/2019,17:40,23.57,72,high,high,6.3,High
7/3/2019,8:30,13.73,70,high,medium,8.3,Moderate
7/3/2019,11:40,7.7,60,high,low,8.6,Low
7/3/2019,14:30,12.48,76,low,medium,8.2,Moderate
7/3/2019,17:40,24.51,75,low,high,6.5,High
7/4/2019,8:30,21.76,90,medium,high,6,High
7/4/2019,11:40,34.36,69,low,high,6.4,Moderate
7/4/2019,14:30,16.56,67,high,medium,8.3,Low
7/4/2019,17:40,8.3,65,high,low,8.9,Low
7/5/2019,8:30,11.69,61,high,low,8.3,Low
7/5/2019,11:40,27.89,97,medium,high,6,High
7/5/2019,14:30,7.37,50,high,low,8.1,Low
7/5/2019,17:40,9.03,60,high,low,8.3,Low
7/6/2019,8:30,15.91,100,medium,medium,8.2,Moderate
7/6/2019,11:40,12.69,80,medium,medium,9,Moderate
7/6/2019,14:30,20.81,90,medium,high,6.6,High
7/6/2019,17:40,11.04,98,low,low,8.7,Moderate
7/7/2019,8:30,14.39,85,low,medium,8,Moderate
7/7/2019,11:40,31.55,62,low,high,5.9,Moderate
7/7/2019,14:30,27.54,70,high,high,5.7,High
7/7/2019,17:40,9.42,65,high,low,8.2,Low
7/8/2019,8:30,26.14,71,low,high,5.9,High
7/8/2019,11:40,14.53,65,high,medium,8.6,Low
7/8/2019,14:30,32.25,94,medium,high,6.7,High
7/8/2019,17:40,6.34,73,low,low,9,Moderate
7/9/2019,8:30,6.82,51,high,low,8.1,Low
7/9/2019,11:40,26.64,90,medium,high,6.7,High
7/9/2019,14:30,10.26,90,medium,low,8.8,Moderate
7/9/2019,17:40,12.4,56,high,medium,8.2,Low
7/10/2019,8:30,15.93,90,low,medium,8,Moderate
7/10/2019,11:40,8.35,72,low,low,8.1,Moderate
7/10/2019,14:30,9.03,88,medium,low,8.5,Moderate
7/10/2019,17:40,9.01,59,high,low,8.1,Low
7/11/2019,8:30,14.47,55,high,medium,8.5,Low
7/11/2019,11:40,10.69,60,high,low,8.9,Low
7/11/2019,14:30,22.2,61,low,high,6.8,Moderate
7/11/2019,17:40,32.32,88,low,high,5.1,High
7/12/2019,8:30,25.97,92,low,high,6.6,High
7/12/2019,11:40,12.46,64,high,medium,8.1,Low
7/12/2019,14:30,5.44,64,high,low,8.6,Low
7/12/2019,17:40,29.3,53,high,high,5.7,Moderate
7/13/2019,8:30,9.2,74,high,low,8.1,Moderate
7/13/2019,11:40,12.91,63,high,medium,8.7,Low
7/13/2019,14:30,7.77,52,high,low,8.2,Low
7/13/2019,17:40,7.84,51,high,low,8.3,Low
7/14/2019,8:30,8.39,62,high,low,8.4,Low
7/14/2019,11:40,15.02,79,medium,medium,8.6,Moderate
7/14/2019,14:30,23.02,97,medium,high,6.8,High
7/14/2019,17:40,11.89,68,high,low,8.8,Low
7/15/2019,8:30,12.7,69,high,medium,8.5,Low
7/15/2019,11:40,11,61,high,low,9,Low
7/15/2019,14:30,14.41,50,high,medium,8.1,Low
7/15/2019,17:40,13.37,55,high,medium,8.2,Low
7/16/2019,8:30,30.05,100,low,high,5.8,High
7/16/2019,11:40,28.56,74,low,high,5.4,High
7/16/2019,14:30,11.11,82,high,low,8.2,Moderate
7/16/2019,17:40,24.96,66,medium,high,5.7,Moderate
7/17/2019,8:30,15.88,75,medium,medium,8.6,Moderate
7/17/2019,11:40,33.95,71,medium,high,5.4,High
7/17/2019,14:30,7.63,64,high,low,8.6,Low
7/17/2019,17:40,5.21,51,high,low,8,Low
7/18/2019,8:30,10.63,75,low,low,8.7,Moderate
7/18/2019,11:40,19.63,66,high,medium,5,Moderate
7/18/2019,14:30,12.97,63,high,medium,8.9,Low
7/18/2019,17:40,14.07,60,high,medium,8.5,Low
7/19/2019,8:30,9.67,58,high,low,8.7,Low
7/19/2019,11:40,5.65,76,low,low,8.7,Moderate
7/19/2019,14:30,11.68,66,high,low,9,Low
7/19/2019,17:40,14.12,53,high,medium,8.1,Low
7/20/2019,8:30,24.37,66,high,high,5.9,Moderate
7/20/2019,11:40,34.16,79,medium,high,6.6,High
7/20/2019,14:30,14.17,69,high,medium,8.9,Low
7/20/2019,17:40,26.62,50,low,high,6.3,Moderate
7/21/2019,8:30,31.37,76,high,high,5.6,High
7/21/2019,11:40,9.72,63,high,low,8.5,Low
7/21/2019,14:30,21.41,72,medium,high,5.1,High
7/21/2019,17:40,33.24,54,medium,high,5.9,Moderate
7/22/2019,8:30,20.9,99,low,high,5.7,High
7/22/2019,11:40,32.36,52,low,high,6.5,Moderate
7/22/2019,14:30,13.27,65,high,medium,8.2,Low
7/22/2019,17:40,6.5,66,high,low,8.4,Low
7/23/2019,8:30,10.09,67,high,low,8.5,Low
7/23/2019,11:40,11.37,74,medium,low,8,Moderate
7/23/2019,14:30,33.05,82,medium,high,5.9,High
7/23/2019,17:40,24.99,76,medium,high,6.4,High
7/24/2019,8:30,14.46,68,high,medium,8.9,Low
7/24/2019,11:40,12.99,63,high,medium,8.3,Low
7/24/2019,14:30,9.16,72,medium,low,8.9,Moderate
7/24/2019,17:40,13.52,63,high,medium,8.2,Low
7/25/2019,8:30,10.67,58,high,low,8.1,Low
7/25/2019,11:40,15.57,71,high,medium,8.8,Moderate
7/25/2019,14:30,33.55,71,low,high,6,High
7/25/2019,17:40,32.36,93,medium,high,6.8,High
7/26/2019,8:30,7.42,67,high,low,8.9,Low
7/26/2019,11:40,34.94,58,low,high,6.4,Moderate
7/26/2019,14:30,6.36,95,high,low,8.5,Moderate
7/26/2019,17:40,8.12,86,low,low,8.9,Moderate
7/27/2019,8:30,16.05,63,high,medium,8.4,Low
7/27/2019,11:40,14.06,70,high,medium,8.5,Moderate
7/27/2019,14:30,9.08,63,high,low,8.5,Low
7/27/2019,17:40,15.84,68,high,medium,8.7,Low
7/28/2019,8:30,6.38,76,medium,low,8.5,Moderate
7/28/2019,11:40,12.78,61,high,medium,8.1,Low
7/28/2019,14:30,22.87,96,high,high,6.6,High
7/28/2019,17:40,13.92,69,high,medium,8.5,Low
7/29/2019,8:30,15.75,56,high,medium,8.8,Low
7/29/2019,11:40,5.58,58,high,low,8.5,Low
7/29/2019,14:30,9.24,53,high,low,8.4,Low
7/29/2019,17:40,7.38,55,high,low,8.3,Low
7/30/2019,8:30,8.74,59,high,low,8.7,Low
7/30/2019,11:40,9.75,53,high,low,8.4,Low
7/30/2019,14:30,30.22,89,high,high,6.3,High
7/30/2019,17:40,14.73,59,high,medium,8.8,Low
7/31/2019,8:30,15.05,51,high,medium,8.3,Low
7/31/2019,11:40,12.51,61,high,medium,8.8,Low
7/31/2019,14:30,14.76,67,high,medium,8.8,Low
7/31/2019,17:40,24.98,83,high,high,5,High
8/1/2019,8:30,8.05,53,high,low,8,Low
8/1/2019,11:40,12.39,100,low,medium,8.7,Moderate
8/1/2019,14:30,7.75,73,low,low,8.1,Moderate
8/1/2019,17:40,12.61,59,high,medium,8.2,Low
8/2/2019,8:30,24.33,57,medium,high,5.3,Moderate
8/2/2019,11:40,7.94,61,high,low,8.4,Low
8/2/2019,14:30,14.88,58,high,medium,8.2,Low
8/2/2019,17:40,16.13,78,low,medium,8.3,Moderate
8/3/2019,8:30,15.84,60,high,medium,8.7,Low
8/3/2019,11:40,12.23,50,high,medium,8.6,Low
8/3/2019,14:30,5.64,50,high,low,8.6,Low
8/3/2019,17:40,15.24,99,high,medium,8.3,Moderate
8/4/2019,8:30,6.98,83,medium,low,8.7,Moderate
8/4/2019,11:40,28.5,70,high,high,6.5,High
8/4/2019,14:30,5.25,86,low,low,8.8,Moderate
8/4/2019,17:40,9.61,70,high,low,8,Moderate
8/5/2019,8:30,12.14,51,high,medium,8.5,Low
8/5/2019,11:40,21.55,97,low,high,6.3,High
8/5/2019,14:30,16.9,53,high,medium,8.1,Low
8/5/2019,17:40,6.85,52,high,low,8.1,Low
8/6/2019,8:30,6.88,61,high,low,8.1,Low
8/6/2019,11:40,11.7,70,high,low,8.1,Moderate
8/6/2019,14:30,34.43,99,low,high,5.3,High
8/6/2019,17:40,16.13,67,high,medium,8.5,Low
8/7/2019,8:30,33.86,64,high,high,6.9,Moderate
8/7/2019,11:40,15.47,94,high,medium,8.9,Moderate
8/7/2019,14:30,10.53,52,high,low,8.3,Low
8/7/2019,17:40,16.12,68,high,medium,8.5,Low
8/8/2019,8:30,7.3,58,high,low,9,Low
8/8/2019,11:40,8.07,85,medium,low,8.3,Moderate
8/8/2019,14:30,13.49,70,high,medium,8.9,Moderate
8/8/2019,17:40,16.95,67,high,medium,8.4,Low
8/9/2019,8:30,9.97,61,high,low,8.5,Low
8/9/2019,11:40,20.62,65,high,high,6.4,Moderate
8/9/2019,14:30,22.05,75,low,high,6.7,High
8/9/2019,17:40,20.92,59,high,high,6.9,Moderate
8/10/2019,8:30,21.64,58,low,high,6.7,Moderate
8/10/2019,11:40,15.21,53,high,medium,8.7,Low
8/10/2019,14:30,31.1,92,medium,high,6.6,High
8/10/2019,17:40,30.82,70,low,high,5.9,High
8/11/2019,8:30,6.89,52,high,low,8.4,Low
8/11/2019,11:40,15.87,66,high,medium,8.6,Low
8/11/2019,14:30,5.82,89,medium,low,8.6,Moderate
8/11/2019,17:40,22.01,74,low,high,6.3,High
8/12/2019,8:30,13.08,78,medium,medium,8.4,Moderate
8/12/2019,11:40,11.61,88,medium,low,8.3,Moderate
8/12/2019,14:30,13.96,52,high,medium,8.4,Low
8/12/2019,17:40,24.95,57,medium,high,5.3,Moderate
8/13/2019,8:30,18.88,58,medium,medium,6.3,Moderate
8/13/2019,11:40,8.16,70,high,low,8.9,Moderate
8/13/2019,14:30,13.98,70,high,medium,8.9,Moderate
8/13/2019,17:40,14.12,55,high,medium,8.1,Low
8/14/2019,8:30,15.16,66,high,medium,8.5,Low
8/14/2019,11:40,12.39,94,medium,medium,8.8,Moderate
8/14/2019,14:30,5.73,70,high,low,8.9,Moderate
8/14/2019,17:40,22.53,65,low,high,6.2,Moderate
8/15/2019,8:30,13.44,66,high,medium,8.5,Low
8/15/2019,11:40,15.75,52,high,medium,8.5,Low
8/15/2019,14:30,30.7,87,medium,high,6.1,High
8/15/2019,17:40,9.29,57,high,low,8.2,Low
8/16/2019,8:30,5.06,62,high,low,9,Low
8/16/2019,11:40,31.56,95,low,high,6,High
8/16/2019,14:30,16.15,69,high,medium,8.2,Low
8/16/2019,17:40,32.27,88,medium,high,5.2,High
8/17/2019,8:30,18.08,79,medium,medium,6.9,High
8/17/2019,11:40,10.68,100,high,low,8.7,Moderate
8/17/2019,14:30,16.94,95,medium,medium,8.8,Moderate
8/17/2019,17:40,33.48,55,low,high,5.8,Moderate
8/18/2019,8:30,10.34,52,high,low,8.6,Low
8/18/2019,11:40,27.87,71,medium,high,5.9,High
8/18/2019,14:30,32.48,56,low,high,6.4,Moderate
8/18/2019,17:40,5.53,63,high,low,8.3,Low
8/19/2019,8:30,5.91,58,high,low,8.3,Low
8/19/2019,11:40,32.02,84,medium,high,6.1,High
8/19/2019,14:30,13.47,69,high,medium,8.5,Low
8/19/2019,17:40,30.38,51,high,high,6.3,Moderate
8/20/2019,8:30,30.04,68,low,high,6.8,Moderate
8/20/2019,11:40,34.78,71,high,high,6.8,High
8/20/2019,14:30,12.13,54,high,medium,8.6,Low
8/20/2019,17:40,21.51,80,high,high,6.1,High
8/21/2019,8:30,13.27,63,high,medium,8.2,Low
8/21/2019,11:40,31.28,60,medium,high,6.9,Moderate
8/21/2019,14:30,32.29,94,medium,high,6.6,High
8/21/2019,17:40,10.01,54,high,low,8.3,Low
8/22/2019,8:30,6.37,68,high,low,8.6,Low
8/22/2019,11:40,26.91,72,medium,high,5.9,High
8/22/2019,14:30,5.01,70,high,low,8.7,Moderate
8/22/2019,17:40,14.63,65,high,medium,8,Low
8/23/2019,8:30,5.34,55,high,low,8.8,Low
8/23/2019,11:40,14.75,62,high,medium,8.8,Low
8/23/2019,14:30,6.34,60,high,low,8.6,Low
8/23/2019,17:40,18.84,84,medium,medium,5.9,High
8/24/2019,8:30,16.72,78,medium,medium,8.6,Moderate
8/24/2019,11:40,10.77,74,low,low,8.3,Moderate
8/24/2019,14:30,9.89,91,medium,low,8.3,Moderate
8/24/2019,17:40,10.93,54,high,low,8.3,Low
8/25/2019,8:30,5.78,51,high,low,8.4,Low
8/25/2019,11:40,23.86,66,low,high,5.1,Moderate
8/25/2019,14:30,23.29,64,medium,high,5.5,Moderate
8/25/2019,17:40,26.35,61,high,high,5.4,Moderate
8/26/2019,8:30,13.93,54,high,medium,8.5,Low
8/26/2019,11:40,33.06,57,high,high,5.2,Moderate
8/26/2019,14:30,16.32,96,medium,medium,8.2,Moderate
8/26/2019,17:40,33.55,55,high,high,5,Moderate
8/27/2019,8:30,12.3,88,medium,medium,8.2,Moderate
8/27/2019,11:40,8.41,52,high,low,8.6,Low
8/27/2019,14:30,5.26,60,high,low,8.3,Low
8/27/2019,17:40,12.03,60,high,medium,8.8,Low
8/28/2019,8:30,13.1,53,high,medium,8.1,Low
8/28/2019,11:40,26.82,68,medium,high,5,Moderate
8/28/2019,14:30,15.73,81,low,medium,8.8,Moderate
8/28/2019,17:40,27.93,92,high,high,5.6,High
8/29/2019,8:30,10.56,56,high,low,8.6,Low
8/29/2019,11:40,24.58,91,low,high,5.5,High
8/29/2019,14:30,30.26,84,high,high,5.8,High
8/29/2019,17:40,8.42,76,medium,low,8.7,Moderate
8/30/2019,8:30,6.95,67,high,low,8.2,Low
8/30/2019,11:40,5.56,68,high,low,8,Low
8/30/2019,14:30,5.93,52,high,low,8.9,Low
8/30/2019,17:40,15.06,53,high,medium,8.8,Low
8/31/2019,8:30,7.63,67,high,low,8,Low
8/31/2019,11:40,8.74,67,high,low,8.4,Low
8/31/2019,14:30,16.8,65,high,medium,9,Low
8/31/2019,17:40,20.48,97,medium,high,5,High
9/1/2019,8:30,20.06,75,low,high,6.9,High
9/1/2019,11:40,12.49,55,high,medium,8.5,Low
9/1/2019,14:30,15.02,83,medium,medium,8.2,Moderate
9/1/2019,17:40,14.53,98,medium,medium,8,Moderate
9/2/2019,8:30,27.44,75,medium,high,6.8,High
9/2/2019,11:40,7.3,63,high,low,8.8,Low
9/2/2019,14:30,20.8,64,medium,high,5.8,Moderate
9/2/2019,17:40,10.7,55,high,low,8.2,Low
9/3/2019,8:30,6.6,58,high,low,8.3,Low
9/3/2019,11:40,7.41,52,high,low,8.5,Low
9/3/2019,14:30,5.46,56,high,low,9,Low
9/3/2019,17:40,10.94,63,high,low,8,Low
9/4/2019,8:30,7.39,50,high,low,8.4,Low
9/4/2019,11:40,9.41,97,medium,low,8.8,Moderate
9/4/2019,14:30,18.72,54,high,medium,6,Moderate
9/4/2019,17:40,14.58,84,low,medium,8.8,Moderate
9/5/2019,8:30,31.71,59,low,high,5.1,Moderate
9/5/2019,11:40,9.41,63,high,low,8,Low
9/5/2019,14:30,9.5,54,high,low,8.8,Low
9/5/2019,17:40,32.77,65,medium,high,6.2,Moderate
9/6/2019,8:30,9.93,92,medium,low,8.7,Moderate
9/6/2019,11:40,12.72,99,medium,medium,8.6,Moderate
9/6/2019,14:30,16.66,51,high,medium,8.6,Low
9/6/2019,17:40,5.59,52,high,low,8.4,Low
9/7/2019,8:30,28.31,67,low,high,6,Moderate
9/7/2019,11:40,15.08,55,high,medium,8.9,Low
9/7/2019,14:30,20.76,84,medium,high,6.9,High
9/7/2019,17:40,11.27,66,high,low,8.8,Low
9/8/2019,8:30,8.68,55,high,low,8.7,Low
9/8/2019,11:40,6.75,70,high,low,8.4,Moderate
9/8/2019,14:30,10.03,60,high,low,8.5,Low
9/8/2019,17:40,12.77,54,high,medium,8,Low
9/9/2019,8:30,15.12,67,high,medium,8.5,Low
9/9/2019,11:40,28.63,97,medium,high,5.7,High
9/9/2019,14:30,32.96,82,low,high,5.4,High
9/9/2019,17:40,29.43,68,low,high,6.8,Moderate
9/10/2019,8:30,12,53,high,low,8.3,Low
9/10/2019,11:40,13.51,84,medium,medium,8.7,Moderate
9/10/2019,14:30,12.28,58,high,medium,8.4,Low
9/10/2019,17:40,23.23,50,medium,high,6.1,Moderate
9/11/2019,8:30,33.72,71,medium,high,5.5,High
9/11/2019,11:40,24.29,70,low,high,5.2,High
9/11/2019,14:30,16.56,63,high,medium,8.8,Low
9/11/2019,17:40,9.63,69,high,low,8.6,Low
9/12/2019,8:30,34.65,61,medium,high,6.3,Moderate
9/12/2019,11:40,26.71,97,medium,high,6.9,High
9/12/2019,14:30,6.89,74,medium,low,8.5,Moderate
9/12/2019,17:40,24.57,71,low,high,6.3,High
9/13/2019,8:30,11.33,96,high,low,8.5,Moderate
9/13/2019,11:40,15.77,74,medium,medium,8.4,Moderate
9/13/2019,14:30,28.39,67,high,high,6.1,Moderate
9/13/2019,17:40,8.11,60,high,low,8.3,Low
9/14/2019,8:30,14.2,58,high,medium,9,Low
9/14/2019,11:40,23.48,89,high,high,6,High
9/14/2019,14:30,6.09,69,high,low,8.2,Low
9/14/2019,17:40,11.27,56,high,low,8.3,Low
9/15/2019,8:30,10.1,55,high,low,8.4,Low
9/15/2019,11:40,26.08,59,medium,high,5.3,Moderate
9/15/2019,14:30,19.22,91,medium,medium,5.3,High
9/15/2019,17:40,6.23,68,high,low,8.1,Low
9/16/2019,8:30,8.95,65,high,low,8.2,Low
9/16/2019,11:40,10.42,66,high,low,8.9,Low
9/16/2019,14:30,15.34,67,high,medium,8.1,Low
9/16/2019,17:40,7.21,69,high,low,8.7,Low
9/17/2019,8:30,12.92,60,high,medium,8.5,Low
9/17/2019,11:40,15.04,64,high,medium,8.2,Low
9/17/2019,14:30,34.63,55,medium,high,5.7,Moderate
9/17/2019,17:40,13.47,63,high,medium,8.5,Low
9/18/2019,8:30,14.32,97,high,medium,8.2,Moderate
9/18/2019,11:40,5.86,54,high,low,8.6,Low
9/18/2019,14:30,8.78,58,high,low,8.2,Low
9/18/2019,17:40,10.43,60,high,low,8.6,Low
9/19/2019,8:30,32.93,98,medium,high,5.8,High
9/19/2019,11:40,5.7,52,high,low,8.5,Low
9/19/2019,14:30,10.83,54,high,low,8.7,Low
9/19/2019,17:40,8.9,79,medium,low,8.4,Moderate
9/20/2019,8:30,9.19,62,high,low,8.4,Low
9/20/2019,11:40,9.58,69,high,low,8.7,Low
9/20/2019,14:30,27.42,59,high,high,6.3,Moderate
9/20/2019,17:40,24.22,71,medium,high,5.3,High
9/21/2019,8:30,33.12,86,medium,high,5.4,High
9/21/2019,11:40,29.52,59,high,high,6.1,Moderate
9/21/2019,14:30,33.21,90,low,high,6,High
9/21/2019,17:40,5.65,52,high,low,8.5,Low
9/22/2019,8:30,12.37,73,medium,medium,8.7,Moderate
9/22/2019,11:40,10.08,91,low,low,8.9,Moderate
9/22/2019,14:30,9.85,62,high,low,8.7,Low
9/22/2019,17:40,19.74,84,low,medium,5.6,High
9/23/2019,8:30,14.95,92,medium,medium,8.4,Moderate
9/23/2019,11:40,14.51,55,high,medium,8.9,Low
9/23/2019,14:30,16.91,87,high,medium,8.4,Moderate
9/23/2019,17:40,5.7,60,high,low,8.6,Low
9/24/2019,8:30,26.02,60,medium,high,5,Moderate
9/24/2019,11:40,16.91,50,high,medium,8.9,Low
9/24/2019,14:30,15.72,74,high,medium,8.6,Moderate
9/24/2019,17:40,26.99,52,medium,high,5.1,Moderate
9/25/2019,8:30,14.5,64,high,medium,8.5,Low
9/25/2019,11:40,23.31,68,high,high,6.6,Moderate
9/25/2019,14:30,16.86,57,high,medium,8.1,Low
9/25/2019,17:40,20.07,76,medium,high,5.2,High
9/26/2019,8:30,33.38,72,medium,high,6.4,High
9/26/2019,11:40,10.56,59,high,low,8.5,Low
9/26/2019,14:30,14.84,72,medium,medium,8.3,Moderate
9/26/2019,17:40,34.3,97,medium,high,5,High
9/27/2019,8:30,9.12,100,medium,low,8.9,Moderate
9/27/2019,11:40,29.44,89,low,high,6.7,High
9/27/2019,14:30,6.37,54,high,low,8.7,Low
9/27/2019,17:40,25.68,60,low,high,6.1,Moderate
9/28/2019,8:30,8.9,55,high,low,8.7,Low
9/28/2019,11:40,7.01,93,medium,low,8.4,Moderate
9/28/2019,14:30,13.58,69,high,medium,8.4,Low
9/28/2019,17:40,6.14,71,medium,low,8.4,Moderate
9/29/2019,8:30,9.59,64,high,low,8.5,Low
9/29/2019,11:40,5.27,67,high,low,8.4,Low
9/29/2019,14:30,23.94,76,medium,high,5.1,High
9/29/2019,17:40,16.87,60,high,medium,8.1,Low
9/30/2019,8:30,24.16,51,medium,high,6.5,Moderate
9/30/2019,11:40,10.66,81,low,low,8.8,Moderate
9/30/2019,14:30,6.05,99,low,low,8.7,Moderate
9/30/2019,17:40,30.32,88,medium,high,6.9,High
10/1/2019,8:30,8.8,55,high,low,8.1,Low
10/1/2019,11:40,12.02,66,high,medium,8.5,Low
10/1/2019,14:30,13.58,70,high,medium,8.1,Moderate
